price,bedrooms,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,bathroomsx4,floorsx2
320000.0,4,7500,0,0,3,8,1620,1020,1967,98023,11,2
247000.0,3,7198,0,0,3,7,1270,0,1916,98022,8,3
320000.0,4,11180,0,0,4,8,1760,0,1968,98059,7,2
255000.0,5,8632,0,0,3,7,1030,1030,1962,98146,9,2
438000.0,3,9660,0,0,3,7,1780,0,1962,98034,7,2
900000.0,3,16603,0,0,3,10,3400,0,2000,98075,10,4
441000.0,3,7280,0,0,3,7,1160,750,1979,98034,11,2
420000.0,3,38332,0,0,4,7,1010,1010,1975,98027,8,2
370000.0,3,7000,0,0,3,7,1180,400,1976,98034,7,2
269950.0,2,7250,0,0,5,5,700,640,1949,98198,7,2
807100.0,4,4499,0,0,3,9,2680,0,1999,98006,10,4
653000.0,3,9750,0,0,4,8,1610,1070,1979,98034,10,2
371500.0,3,8336,0,0,5,7,1370,0,1964,98133,8,2
284000.0,3,21000,0,0,3,7,1560,0,1954,98166,7,2
272000.0,3,7140,0,0,4,7,1670,490,1978,98023,7,2
313000.0,3,7912,0,0,3,7,1340,0,1955,98133,6,3
673000.0,4,8190,0,0,4,8,2590,0,1980,98006,9,4
425000.0,3,1100,0,0,3,8,820,300,2008,98122,10,4
399950.0,5,5400,0,0,3,7,1320,650,1986,98144,11,2
385000.0,3,4800,0,0,3,6,1220,0,1901,98122,4,2
269950.0,3,7560,0,2,4,7,1320,630,1975,98022,6,2
330000.0,2,8220,0,0,3,7,1060,290,1949,98177,4,2
260000.0,3,5797,0,0,3,7,1670,0,1988,98030,10,4
470000.0,4,5125,0,0,4,7,1680,700,1925,98126,12,3
589000.0,4,9600,0,0,5,7,2440,0,1961,98034,12,4
163500.0,2,3419,0,0,3,7,1050,0,1996,98038,6,4
835000.0,4,13412,0,0,3,9,2140,990,1993,98052,11,4
269000.0,4,10000,0,0,4,8,1100,390,1969,98023,7,2
560000.0,3,8744,0,0,3,8,1900,0,1987,98074,10,4
615000.0,4,2400,0,0,4,6,1330,0,1901,98103,4,3
585188.0,3,10026,0,0,3,8,1430,800,1975,98052,9,2
305000.0,3,9480,0,0,3,7,1220,430,1977,98034,7,2
166950.0,3,8820,0,0,3,6,1190,0,1959,98058,4,2
799000.0,3,9897,0,0,4,8,2140,0,1959,98040,10,2
400000.0,3,7508,0,0,4,7,1420,760,1962,98133,10,2
230000.0,3,10228,0,0,3,7,1060,0,1948,98155,4,2
256883.0,3,5025,0,0,3,8,1690,0,2003,98023,10,4
423000.0,4,6480,0,0,5,7,1130,840,1920,98108,8,3
465000.0,3,4084,0,0,3,8,2150,0,2007,98126,10,4
440000.0,3,66211,0,0,3,7,1910,0,1997,98024,10,4
210000.0,3,11725,0,0,4,6,860,0,1943,98056,4,2
297000.0,3,14952,0,0,3,8,1940,0,1994,98042,10,4
470000.0,3,5000,0,0,3,7,1010,0,1952,98107,4,2
226500.0,3,7370,0,0,4,7,900,400,1976,98023,6,2
274250.0,3,8450,0,0,4,6,910,0,1962,98059,4,2
840000.0,4,11010,0,0,4,9,1630,850,1966,98040,7,2
677900.0,3,4587,0,0,3,8,2440,0,2010,98052,10,4
425000.0,3,5864,0,0,3,7,1010,0,1915,98116,4,2
180250.0,2,9600,0,0,3,6,900,0,1941,98166,3,2
320000.0,4,7579,0,0,3,8,1550,0,1993,98038,9,4
625504.0,3,1566,0,0,3,8,1060,210,2014,98105,9,4
592500.0,4,12032,0,0,3,9,2240,0,1983,98074,10,2
465000.0,3,17936,0,0,3,9,2714,0,2005,98001,10,4
477000.0,4,6270,0,0,3,8,1720,0,1978,98118,11,4
280000.0,2,16400,0,0,3,6,850,0,1923,98168,4,2
445838.0,3,5692,0,0,3,8,2250,0,2000,98146,10,4
467000.0,2,10800,0,0,4,8,1320,0,1947,98177,6,2
686000.0,4,6440,0,0,3,10,2760,0,1999,98075,10,4
279950.0,3,9750,0,0,3,7,1350,400,1961,98198,8,2
527000.0,4,19436,0,0,3,8,2330,0,1987,98011,9,4
325000.0,3,16020,0,0,4,8,1780,440,1966,98030,9,2
328000.0,3,8379,0,0,3,7,2020,0,1994,98038,9,4
390000.0,3,7500,0,0,5,7,1250,0,1942,98146,9,2
479950.0,2,6516,0,0,3,8,1510,0,2005,98053,8,2
264950.0,4,9753,0,0,4,7,1120,600,1978,98023,9,2
235000.0,3,15246,0,0,4,7,980,450,1961,98031,4,2
516500.0,3,4729,0,0,3,7,1480,0,2004,98053,10,4
655000.0,2,15798,1,4,3,7,1230,220,1915,98166,7,4
500000.0,4,15347,0,0,5,7,2280,0,1960,98059,11,2
213000.0,2,10200,0,0,3,6,1000,0,1961,98024,4,2
475000.0,3,5280,0,0,5,7,1620,860,1947,98108,6,3
410000.0,4,4740,0,0,3,7,1670,300,1904,98122,4,3
225000.0,3,8505,0,0,4,7,1430,0,1968,98003,7,2
210000.0,2,6000,0,0,3,6,830,0,1940,98126,4,2
455000.0,2,5000,0,0,2,7,1430,0,1925,98115,4,3
225000.0,3,8316,0,0,4,6,1300,0,1954,98002,4,2
480000.0,2,3060,0,2,4,7,790,240,1918,98103,4,2
363000.0,3,11872,0,0,3,9,2740,0,1990,98023,10,4
181000.0,2,5120,0,0,3,6,720,0,1954,98106,6,2
250000.0,4,7312,0,0,4,7,2010,0,1976,98002,8,2
481000.0,3,3000,0,0,4,6,770,790,1918,98103,7,2
260000.0,3,7209,0,0,4,7,1240,570,1978,98032,8,2
455000.0,4,7685,0,0,3,9,3360,0,2001,98058,10,4
415000.0,3,36224,0,0,3,8,1510,0,1991,98045,9,4
349500.0,3,3538,0,0,3,7,800,600,1953,98118,4,2
245000.0,3,7442,0,0,3,7,1730,0,1987,98030,10,4
592500.0,2,9191,0,2,5,7,1420,0,1928,98115,8,3
385000.0,4,7620,0,0,4,7,1180,1180,1955,98106,7,2
315000.0,3,11455,0,0,4,7,1200,380,1974,98059,7,2
255000.0,3,10170,0,0,3,7,1230,0,1979,98045,4,2
693000.0,4,4425,0,0,3,8,2460,0,2006,98052,10,4
780000.0,3,4400,0,0,3,8,1460,200,1911,98112,4,3
237000.0,3,8470,0,0,4,7,1270,0,1960,98198,7,2
525000.0,3,40510,0,0,3,10,1320,780,1979,98074,9,4
425000.0,2,5040,0,0,3,5,770,0,1930,98144,4,2
290000.0,4,7280,0,0,4,7,1700,0,1988,98031,10,4
285000.0,3,10701,0,0,3,7,1120,0,1954,98106,4,2
415000.0,2,4500,0,0,3,7,1070,0,1937,98115,4,2
272500.0,3,9900,0,0,3,8,1420,650,1979,98023,10,2
436000.0,2,7538,0,0,4,7,1040,0,1939,98133,4,2
210000.0,3,11390,0,0,4,7,1700,0,1967,98003,4,2
236000.0,3,5898,0,0,3,7,1300,0,1961,98178,4,2
331000.0,3,1306,0,0,3,7,580,500,1954,98199,7,2
365000.0,3,4510,0,0,3,8,2653,0,2006,98031,10,4
450000.0,3,16258,0,0,5,8,2290,0,1960,98058,8,2
455000.0,4,49375,0,0,3,8,2210,0,1997,98038,10,2
405000.0,3,6000,0,0,3,6,1240,1150,1908,98118,7,2
304900.0,4,11325,0,0,4,7,1610,990,1969,98031,7,2
170000.0,2,5265,0,0,3,6,860,0,1931,98178,4,2
780000.0,4,7048,0,0,3,9,3500,0,2005,98053,10,4
330000.0,3,13959,0,0,4,8,1740,680,1988,98028,12,2
370000.0,4,8666,0,0,3,9,2720,0,1992,98030,10,4
467000.0,5,13500,0,0,3,7,1850,650,1979,98072,9,2
405000.0,3,6720,0,0,3,7,1140,530,1980,98034,7,2
675000.0,5,10300,0,0,3,8,1450,1450,1985,98006,9,2
500000.0,2,14100,0,0,4,7,1140,500,1954,98006,4,2
389999.0,4,15770,0,0,4,7,1890,0,1968,98166,10,4
630000.0,4,9025,0,2,4,8,1780,1170,1975,98034,7,2
360000.0,4,9528,0,0,3,9,2160,0,1992,98001,10,4
580000.0,4,11060,0,0,3,8,2270,1010,1986,98056,12,4
550000.0,3,4166,0,3,5,8,1270,700,1929,98126,8,4
879000.0,4,22111,0,0,3,10,3360,0,1994,98075,10,4
265000.0,3,8959,0,0,3,7,1320,0,1993,98042,8,2
446500.0,3,7286,0,0,3,8,2650,0,1990,98059,10,4
404000.0,3,8880,0,0,3,7,1330,700,1963,98108,6,2
267500.0,3,11914,0,2,3,7,1090,500,1957,98188,7,2
335000.0,3,7632,0,0,3,8,2440,0,1998,98003,10,4
576000.0,3,9000,0,0,4,7,970,970,1948,98117,10,2
208633.0,3,3810,0,0,3,8,2040,0,2006,98038,10,4
315000.0,3,8750,0,0,4,7,1120,1080,1964,98166,9,2
725000.0,3,3300,0,0,4,8,960,960,1913,98112,7,2
550000.0,4,7750,0,0,4,8,1400,400,1965,98177,11,2
610750.0,4,7297,0,0,3,8,2180,0,1984,98074,9,4
550700.0,2,5000,0,0,4,6,1010,0,1908,98105,4,3
665000.0,4,10574,0,0,5,8,2220,0,1960,98056,11,4
834000.0,4,4000,0,2,5,8,1980,390,1928,98144,10,3
201000.0,5,78408,0,0,3,6,1660,0,1915,98065,7,3
305000.0,4,7700,0,0,3,8,1350,600,1979,98058,9,2
487000.0,3,14052,0,0,5,8,1720,870,1948,98133,8,2
390000.0,3,64904,0,0,4,8,1930,0,1988,98042,10,2
548000.0,2,3864,0,0,4,7,1170,300,1916,98103,4,2
268750.0,4,8775,0,0,3,6,800,0,1943,98166,4,2
819900.0,5,7119,0,0,3,9,3150,0,2013,98052,11,4
520000.0,3,16200,0,0,3,8,2030,0,1984,98027,9,4
230000.0,3,11204,0,0,3,7,1450,0,2003,98001,8,2
240000.0,3,10248,0,0,3,7,1510,0,1969,98023,7,2
232000.0,2,12092,0,0,3,6,960,280,1922,98146,4,2
240500.0,2,12092,0,0,3,6,960,280,1922,98146,4,2
274975.0,3,45004,0,0,3,9,3030,0,1987,98077,10,4
740000.0,4,4400,0,0,4,9,2050,0,1922,98102,8,3
186375.0,3,7636,0,0,2,7,1000,0,1952,98166,4,2
790000.0,3,10289,0,0,4,9,1590,780,1977,98005,9,2
880000.0,4,6750,0,0,3,9,1890,910,1951,98105,14,4
295000.0,3,10530,0,2,3,8,1810,0,1991,98022,8,2
640000.0,2,5000,0,0,3,7,1070,0,1924,98103,4,2
940000.0,4,9525,0,0,5,9,2490,0,1968,98040,8,4
260000.0,4,5238,0,0,3,7,1960,0,2003,98038,10,4
559900.0,3,5569,0,0,3,9,1860,1070,2004,98072,11,2
791500.0,4,3500,0,0,5,7,1510,0,1911,98103,8,3
265000.0,3,8250,0,0,3,7,1420,0,1954,98133,7,2
245000.0,3,11547,0,0,3,7,1740,0,1954,98178,7,2
485000.0,4,43995,0,0,4,7,2560,0,1962,98052,7,4
684000.0,4,8414,0,0,3,9,2420,620,2010,98059,14,4
425000.0,3,6840,0,0,3,8,1300,1200,1957,98125,7,2
309600.0,4,20000,0,0,4,6,1275,0,1991,98070,7,2
552250.0,4,5823,0,0,3,8,2580,0,2002,98065,10,4
165000.0,4,7134,0,0,3,6,1000,0,1943,98178,4,2
239900.0,4,7134,0,0,3,6,1000,0,1943,98178,4,2
320000.0,2,32633,0,0,4,6,1070,0,1930,98059,4,2
206600.0,3,13464,0,0,4,7,1390,0,1987,98030,8,2
387000.0,4,7690,0,0,3,7,1250,1250,1973,98155,7,2
855000.0,4,10460,0,0,3,9,2270,0,1965,98040,11,4
315000.0,3,14400,0,0,4,7,1300,600,1954,98166,4,2
437500.0,2,3120,0,2,5,7,790,200,1907,98103,4,2
252000.0,4,19800,0,0,4,7,1050,500,1969,98001,6,2
375000.0,4,7475,0,0,5,7,1100,1100,1955,98118,7,2
300000.0,4,4862,0,0,3,7,1910,0,2005,98038,10,4
420000.0,4,9600,0,0,4,7,1750,0,1954,98006,4,3
900000.0,3,77972,0,0,3,7,1330,0,1928,98033,4,2
679900.0,3,5750,0,2,3,9,1980,460,2000,98116,10,4
463000.0,3,29970,0,0,3,7,1640,0,1992,98053,10,4
380000.0,5,11340,0,0,4,9,2760,0,1978,98059,10,4
329500.0,4,7912,0,0,3,7,1820,0,1994,98038,10,4
604950.0,3,5608,0,0,3,8,1340,770,2013,98033,10,2
795000.0,5,9570,0,2,4,8,1640,1400,1966,98006,10,2
465000.0,3,40438,0,0,3,7,1840,0,1994,98045,8,4
673000.0,4,10400,0,0,3,9,2990,0,2002,98166,10,4
810000.0,4,15420,0,0,3,10,3520,0,1991,98074,10,4
785000.0,4,69415,0,0,4,8,1910,530,1989,98075,11,2
338000.0,4,7500,0,0,3,7,1370,720,1986,98056,12,2
280000.0,3,7222,0,0,3,7,1430,0,1993,98056,9,4
315000.0,4,10754,0,0,5,7,1100,1080,1954,98133,9,2
530000.0,4,10754,0,0,5,7,1100,1080,1954,98133,9,2
380000.0,5,9914,0,0,3,9,3450,0,2004,98023,12,4
297000.0,3,7562,0,0,3,7,1450,0,1994,98056,9,4
730000.0,4,7331,0,0,3,10,3230,0,2004,98075,10,4
450000.0,3,13500,0,0,3,7,1110,530,1940,98125,7,2
275000.0,3,7750,0,0,3,7,1060,530,1997,98038,12,2
595000.0,4,2849,0,0,3,7,2020,0,1960,98115,8,4
435000.0,3,3348,0,0,3,7,1300,0,1904,98144,6,3
389000.0,4,5337,0,0,3,7,2130,0,2001,98019,9,4
560000.0,4,7800,0,0,3,8,1580,970,1968,98052,9,2
799000.0,4,11585,0,0,4,8,2510,0,1969,98040,9,4
365500.0,3,9600,0,0,4,7,1410,0,1983,98072,8,2
252350.0,3,7352,0,0,3,7,1160,490,1979,98058,8,2
403950.0,4,13780,0,0,3,8,2120,0,1993,98146,10,4
385000.0,4,10726,0,0,3,7,1380,660,1954,98177,6,2
345000.0,4,7620,0,0,3,7,1550,0,1957,98106,4,3
490000.0,3,3128,0,0,4,9,1980,0,1979,98008,11,4
330000.0,3,26977,0,0,3,8,1600,0,2005,98019,10,4
927000.0,4,12090,0,0,3,8,3300,0,1953,98004,11,4
330000.0,2,10000,0,0,5,7,1220,0,1950,98028,4,2
530000.0,5,8800,0,0,4,7,1500,1220,1958,98008,9,2
365000.0,4,25600,0,0,1,8,1940,0,1962,98006,8,2
378750.0,3,3000,0,0,3,7,1260,900,1909,98118,10,3
269900.0,4,8750,0,0,4,7,1530,0,1968,98058,7,3
557000.0,3,2096,0,0,3,8,1290,420,2008,98122,14,4
352000.0,2,5000,0,0,4,7,940,0,1937,98117,4,2
437000.0,3,22357,0,0,3,8,1750,0,1994,98045,10,4
322500.0,4,6753,0,0,3,7,1820,0,1994,98038,10,4
650000.0,3,2000,0,0,3,9,1330,180,2001,98116,13,4
450000.0,3,1213,0,0,3,8,1290,0,2001,98103,8,6
278500.0,3,5250,0,0,3,7,1570,0,1998,98092,8,2
364950.0,4,6957,0,0,3,8,1930,0,1995,98055,10,4
840000.0,4,40139,0,4,4,10,2840,0,1986,98038,14,2
268000.0,3,8134,0,0,3,7,1550,0,1991,98031,10,4
632925.0,3,32239,0,0,4,8,2990,0,1978,98077,10,4
577500.0,3,7251,0,0,3,9,2000,0,1995,98034,10,4
339000.0,4,7480,0,2,3,7,2390,0,1920,98178,6,3
570000.0,3,37461,0,0,4,7,1530,1380,1967,98052,7,2
423000.0,4,9351,0,0,5,7,1290,910,1962,98133,9,2
355000.0,3,5028,0,0,3,8,1860,0,2012,98019,9,4
482000.0,2,3960,0,0,3,7,950,0,1941,98103,4,2
625000.0,3,9135,0,0,5,7,1600,0,1955,98006,7,2
538000.0,3,11632,0,0,3,8,2250,0,1988,98056,10,4
380000.0,3,10255,0,0,4,8,2280,0,1985,98058,10,4
375000.0,2,5120,0,0,3,7,940,0,1909,98122,4,2
245000.0,3,8500,0,0,5,7,1030,500,1996,98038,10,2
310000.0,5,27260,0,0,4,7,2190,0,1947,98166,7,2
397000.0,4,7680,0,0,3,7,1200,240,1971,98034,8,2
365000.0,3,4052,0,0,3,8,2200,0,2005,98058,10,4
328500.0,4,8250,0,0,3,9,2290,0,1990,98042,12,4
1000000.0,4,3277,0,0,5,8,1920,690,1922,98103,10,3
237000.0,3,2138,0,0,3,7,1490,0,2005,98055,10,4
525000.0,4,5280,0,0,3,8,2450,0,2003,98011,10,4
749000.0,4,9627,0,0,3,9,1440,270,1976,98006,10,2
843000.0,3,8750,0,0,3,10,3130,0,1991,98052,10,4
438000.0,2,1372,0,0,3,8,1270,0,2000,98115,8,6
578000.0,3,10875,0,2,3,8,1540,580,1977,98146,7,2
227950.0,3,8230,0,0,5,7,1670,0,1954,98001,6,2
196000.0,3,11576,0,0,3,7,2070,0,1974,98001,9,4
641000.0,2,5332,0,0,3,8,1070,350,1953,98105,4,2
205000.0,3,7980,0,0,4,7,940,0,1960,98032,4,2
400000.0,3,9102,0,0,3,7,1920,0,1968,98072,7,2
1030000.0,3,9816,0,0,3,10,2610,935,2005,98027,10,2
505000.0,3,5460,0,0,3,7,1260,0,1972,98034,8,2
475000.0,5,7200,0,0,3,7,1300,1040,1975,98034,10,2
520000.0,3,9263,0,0,5,8,1440,1150,1977,98028,9,2
333500.0,3,9732,0,0,3,7,1220,0,1965,98011,7,2
232000.0,3,10403,0,0,4,6,1400,0,1976,98038,4,2
691100.0,3,16117,0,0,4,8,1710,650,1983,98006,11,2
811000.0,3,9897,0,0,4,8,1870,0,1960,98040,7,2
551000.0,3,5802,0,0,3,9,2830,0,2001,98028,10,4
496500.0,3,3640,0,0,3,8,2260,0,1994,98072,10,4
705000.0,3,20978,1,3,4,9,1770,200,1980,98070,12,4
578000.0,4,9225,0,2,5,9,1770,1370,1966,98055,10,2
255000.0,3,8659,0,0,5,7,1240,0,1986,98042,7,2
1050000.0,4,7832,0,0,3,10,3450,0,2007,98006,14,4
348000.0,3,8491,0,0,4,8,2570,0,1989,98042,9,4
230000.0,3,3413,0,0,3,7,1510,0,1985,98031,8,4
359500.0,4,11250,0,0,3,9,2390,0,1988,98023,9,4
330000.0,3,7000,0,0,3,6,980,0,1953,98133,4,2
465000.0,3,6360,0,0,3,7,1480,0,1954,98133,7,2
325000.0,4,7324,0,0,3,8,1850,0,1997,98042,10,4
340500.0,3,28025,0,0,4,7,1920,350,1947,98168,8,2
342500.0,3,5192,0,0,3,8,1810,0,1993,98038,10,4
290900.0,2,17600,0,0,3,6,1610,0,1930,98178,8,4
859900.0,4,6298,0,0,3,9,3390,0,2011,98074,11,4
520000.0,4,3006,0,0,3,7,1890,0,2003,98029,9,4
